person,rel,behavior
Analisa,wants,Demanding
Analisa,wants,Eager
Analisa,wants,Judgmental
Analisa,wants,Kind
Analisa,wants,Likeable
Analisa,wants,Merry
Analisa,wants,Nervous
Analisa,wants,Perfectionist
Analisa,wants,Prim
Analisa,wants,Thrilling
Analisa,wants,Tough
Analisa,wants,Tricky
Analisa,wants,Wild
Analisa,wants,Witty
Anastacia,has,Aggressive
Anastacia,has,Bossy
Anastacia,has,Clever
Anastacia,has,Considerate
Anastacia,has,Excited
Anastacia,has,Forgiving
Anastacia,has,Friendly
Anastacia,has,Generous
Anastacia,has,Helpful
Anastacia,has,Keen
Anastacia,has,Loyal
Anastacia,has,Materialistic
Anastacia,has,Neat
Anastacia,has,Noisy
Anastacia,has,Passive
Anastacia,has,Reserved
Anastacia,has,Self-conscious
Anastacia,has,Understanding
Anastacia,has,Willing
Anastacia,wants,Bold
Anastacia,wants,Complex
Anastacia,wants,Energetic
Anastacia,wants,Generous
Anastacia,wants,Helpful
Anastacia,wants,Honest
Anastacia,wants,Inventive
Anastacia,wants,Leader
Anastacia,wants,Loving
Anastacia,wants,Manipulative
Anastacia,wants,Materialistic
Anastacia,wants,Nervous
Anastacia,wants,Plain
Anastacia,wants,Popular
Anastacia,wants,Simple-minded
Anastacia,wants,Strong
Anastacia,wants,Studious
Anastacia,wants,Successful
Anastacia,wants,Wild
Andrea,has,Excited
Andrea,has,Frustrated
Andrea,has,Impulsive
Andrea,has,Kind
Andrea,has,Outgoing
Andrea,has,Patient
Andrea,has,Patriotic
Andrea,has,Short
Andrea,has,Strong
Andrea,has,Tricky
Andrea,has,Zany
Andrea,wants,Accepting
Andrea,wants,Disagreeable
Andrea,wants,Fancy
Andrea,wants,Handsome
Andrea,wants,Loving
Andrea,wants,Materialistic
Andrea,wants,Opinionated
Andrea,wants,Outgoing
Andrea,wants,Plain
Andrea,wants,Pleasing
Andrea,wants,Popular
Andrea,wants,Pretty
Andrea,wants,Questioning
Andrea,wants,Rich
Andrea,wants,Smart
Andrea,wants,Stable
Andrea,wants,Wise
Andrea,wants,Witty
Andreas,has,Brave
Andreas,has,Careful
Andreas,has,Dark
Andreas,has,Embarrassed
Andreas,has,Friendly
Andreas,has,Helpful
Andreas,has,Impulsive
Andreas,has,Inventive
Andreas,has,Leader
Andreas,has,Mature
Andreas,has,Pitiful
Andreas,has,Realistic
Andreas,has,Reverent
Andreas,has,Rich
Andreas,has,Rigid
Andreas,has,Sensible
Andreas,has,Short
Andreas,has,Strong
Andreas,has,Ugly
Andreas,wants,Arrogant
Andreas,wants,Bright
Andreas,wants,Defiant
Andreas,wants,Intelligent
Andreas,wants,Keen
Andreas,wants,Outgoing
Andreas,wants,Responsible
Andreas,wants,Reverent
Andreas,wants,Rich
Andreas,wants,Tantalizing
Angeles,has,Annoying
Angeles,has,Cautious
Angeles,has,Determined
Angeles,has,Forgiving
Angeles,has,Nervous
Angeles,has,Reflective
Angeles,has,Smart
Angeles,has,Unselfish
Angeles,has,Wise
Angeles,has,Witty
Angeles,wants,Creative
Angeles,wants,Energetic
Angeles,wants,Fighter
Angeles,wants,Jealous
Angeles,wants,Opinionated
Angeles,wants,Realistic
Angeles,wants,Sad
Angeles,wants,Sensible
Angeles,wants,Stubborn
Angeles,wants,Wise
Angelina,has,Creative
Angelina,has,Curious
Angelina,has,Disgruntled
Angelina,has,Friendly
Angelina,has,Gracious
Angelina,has,Jealous
Angelina,has,Light
Angelina,has,Materialistic
Angelina,has,Popular
Angelina,has,Selfish
Angelina,has,Shy
Angelina,has,Trusting
Angelina,wants,Aggressive
Angelina,wants,Busy
Angelina,wants,Complex
Angelina,wants,Energetic
Angelina,wants,Fair
Angelina,wants,Imaginative
Angelina,wants,Judgmental
Angelina,wants,Light-hearted
Angelina,wants,Questioning
Angelina,wants,Silly
Angla,has,Aggressive
Angla,has,Busy
Angla,has,Cheerful
Angla,has,Disgruntled
Angla,has,Efficient
Angla,has,Faithful
Angla,has,Fun-loving
Angla,has,Generous
Angla,has,Hard-working
Angla,has,Independent
Angla,has,Manipulative
Angla,has,Materialistic
Angla,has,Pleasing
Angla,has,Reserved
Angla,has,Stable
Angla,has,Understanding
Angla,has,Wise
Angla,wants,Bold
Angla,wants,Bossy
Angla,wants,Conceited
Angla,wants,Creative
Angla,wants,Gentle
Angla,wants,Knowledgeable
Angla,wants,Leader
Angla,wants,Lovable
Angla,wants,Mischievous
Angla,wants,Sarcastic
Angla,wants,Self-confident
Angla,wants,Unhappy
Angla,wants,Wise
Anibal,has,Cheerful
Anibal,has,Compassionate
Anibal,has,Confident
Anibal,has,Considerate
Anibal,has,Disgruntled
Anibal,has,Eager
Anibal,has,Friendly
Anibal,has,Fun-loving
Anibal,has,Honest
Anibal,has,Hopeful
Anibal,has,Humorous
Anibal,has,Manipulative
Anibal,has,Mature
Anibal,has,Reverent
Anibal,has,Unlucky
Anibal,wants,Athletic
Anibal,wants,Honest
Anibal,wants,Kind
Anibal,wants,Loyal
Anibal,wants,Popular
Anibal,wants,Self-conscious
Anibal,wants,Short
Anibal,wants,Stubborn
Anibal,wants,Tireless
Anibal,wants,Willing
Anjanette,has,Accepting
Anjanette,has,Cheerful
Anjanette,has,Dark
Anjanette,has,Defiant
Anjanette,has,Embarrassed
Anjanette,has,Funny
Anjanette,has,Gracious
Anjanette,has,Inventive
Anjanette,has,Knowledgeable
Anjanette,has,Melancholy
Anjanette,has,Obnoxious
Anjanette,has,Opinionated
Anjanette,has,Pitiful
Anjanette,has,Poor
Anjanette,has,Rebellious
Anjanette,has,Rich
Anjanette,has,Strong
Anjanette,has,Tender
Anjanette,wants,Articulate
Anjanette,wants,Clumsy
Anjanette,wants,Defiant
Anjanette,wants,Devout
Anjanette,wants,Dreamer
Anjanette,wants,Giving
Anjanette,wants,Gracious
Anjanette,wants,Joyful
Anjanette,wants,Melancholy
Anjanette,wants,Nervous
Anjanette,wants,Obnoxious
Anjanette,wants,Radical
Anjanette,wants,Shy
Anjanette,wants,Thoughtful
Annabel,has,Courageous
Annabel,has,Faithful
Annabel,has,Hard-working
Annabel,has,Melancholy
Annabel,has,Noisy
Annabel,has,Obnoxious
Annabel,has,Passive
Annabel,has,Pitiful
Annabel,has,Proud
Annabel,has,Quiet
Annabel,has,Studious
Annabel,has,Warm
Annabel,wants,Aggressive
Annabel,wants,Clever
Annabel,wants,Complex
Annabel,wants,Curious
Annabel,wants,Frustrated
Annabel,wants,Giving
Annabel,wants,Happy
Annabel,wants,Imaginative
Annabel,wants,Light
Annabel,wants,Patriotic
Annabel,wants,Pretty
Annabel,wants,Reliable
Annabel,wants,Rude
Annabel,wants,Thrilling
Annabel,wants,Tricky
Annalisa,has,Clever
Annalisa,has,Cooperative
Annalisa,has,Embarrassed
Annalisa,has,Jealous
Annalisa,has,Light-hearted
Annalisa,has,Loving
Annalisa,has,Mischievous
Annalisa,has,Patriotic
Annalisa,has,Rigid
Annalisa,has,Sad
Annalisa,wants,Accepting
Annalisa,wants,Busy
Annalisa,wants,Curious
Annalisa,wants,Dark
Annalisa,wants,Eager
Annalisa,wants,Efficient
Annalisa,wants,Faithful
Annalisa,wants,Likeable
Annalisa,wants,Lively
Annalisa,wants,Shy
Annalisa,wants,Successful
Annalisa,wants,Thoughtful
Annalisa,wants,Tough
Annie,has,Boastful
Annie,has,Bold
Annie,has,Grouchy
Annie,has,Honest
Annie,has,Intelligent
Annie,has,Jealous
Annie,has,Kind
Annie,has,Light
Annie,has,Lovable
Annie,has,Melancholy
Annie,has,Opinionated
Annie,has,Outgoing
Annie,has,Personable
Annie,has,Proper
Annie,has,Sarcastic
Annie,has,Studious
Annie,has,Tantalizing
Annie,has,Zany
Annie,wants,Bossy
Annie,wants,Conceited
Annie,wants,Dark
Annie,wants,Faithful
Annie,wants,Gorgeous
Annie,wants,Noisy
Annie,wants,Perfectionist
Annie,wants,Pleasant
Annie,wants,Silly
Annie,wants,Tireless
Annie,wants,Tricky
Annika,has,Demanding
Annika,has,Jealous
Annika,has,Light-hearted
Annika,has,Lively
Annika,has,Patient
Annika,has,Proud
Annika,has,Questioning
Annika,has,Serious
Annika,has,Simple-minded
Annika,has,Successful
Annika,has,Tender
Annika,has,Thrilling
Annika,has,Witty
Annika,wants,Caring
Annika,wants,Clever
Annika,wants,Cooperative
Annika,wants,Dreamer
Annika,wants,Excited
Annika,wants,Expert
Annika,wants,Friendly
Annika,wants,Handsome
Annika,wants,Hard-working
Annika,wants,Leader
Annika,wants,Pretty
Annika,wants,Relaxed
Annika,wants,Rude
Annika,wants,Selfish
Annika,wants,Shy
Annika,wants,Willing
Anthony,has,Boastful
Anthony,has,Careless
Anthony,has,Creative
Anthony,has,Determined
Anthony,has,Devout
Anthony,has,Light
Anthony,has,Patient
Anthony,has,Pretty
Anthony,has,Reliable
Anthony,has,Respectful
Anthony,has,Sad
Anthony,has,Serious
Anthony,has,Stable
Anthony,has,Unhappy
Anthony,wants,Busy
Anthony,wants,Confident
Anthony,wants,Devout
Anthony,wants,Dreamer
Anthony,wants,Imaginative
Anthony,wants,Impulsive
Anthony,wants,Light-hearted
Anthony,wants,Noisy
Anthony,wants,Patriotic
Anthony,wants,Perfectionist
Anthony,wants,Plain
Anthony,wants,Popular
Anthony,wants,Shy
Anthony,wants,Strong
Antoinette,has,Clumsy
Antoinette,has,Dainty
Antoinette,has,Disgruntled
Antoinette,has,Fair
Antoinette,has,Fancy
Antoinette,has,Frustrated
Antoinette,has,Lively
Antoinette,has,Passive
Antoinette,has,Pitiful
Antoinette,has,Popular
Antoinette,has,Understanding
Antoinette,has,Witty
Antoinette,wants,Calm
Antoinette,wants,Clumsy
Antoinette,wants,Complex
Antoinette,wants,Courageous
Antoinette,wants,Dark
Antoinette,wants,Eager
Antoinette,wants,Giving
Antoinette,wants,Honest
Antoinette,wants,Patient
Antoinette,wants,Self-confident
Antoinette,wants,Short
Antoinette,wants,Simple-minded
Antoinette,wants,Tall
Antoinette,wants,Unique
Antoinette,wants,Warm
Antonia,has,Aggressive
Antonia,has,Bright
Antonia,has,Confident
Antonia,has,Cooperative
Antonia,has,Defiant
Antonia,has,Dreamer
Antonia,has,Friendly
Antonia,has,Lazy
Antonia,has,Leader
Antonia,has,Light-hearted
Antonia,has,Radical
Antonia,has,Rebellious
Antonia,has,Reflective
Antonia,has,Rich
Antonia,has,Selfish
Antonia,has,Tense
Antonia,wants,Able
Antonia,wants,Adventurous
Antonia,wants,Athletic
Antonia,wants,Fighter
Antonia,wants,Friendly
Antonia,wants,Fun-loving
Antonia,wants,Gorgeous
Antonia,wants,Hard-working
Antonia,wants,Humorous
Antonia,wants,Loyal
Antonia,wants,Mischievous
Antonia,wants,Opinionated
Antonia,wants,Radical
Antonia,wants,Short
Antonia,wants,Tall
Antonia,wants,Tender
Antonia,wants,Thrilling
Antonia,wants,Zany
Antonietta,has,Aggressive
Antonietta,has,Brave
Antonietta,has,Expert
Antonietta,has,Impulsive
Antonietta,has,Leader
Antonietta,has,Loving
Antonietta,has,Melancholy
Antonietta,has,Mischievous
Antonietta,has,Pitiful
Antonietta,has,Poor
Antonietta,has,Proper
Antonietta,has,Sarcastic
Antonietta,has,Tense
Antonietta,has,Unlucky
Antonietta,wants,Able
Antonietta,wants,Fun-loving
Antonietta,wants,Helpful
Antonietta,wants,Intelligent
Antonietta,wants,Patriotic
Antonietta,wants,Pleasant
Antonietta,wants,Proud
Antonietta,wants,Thoughtful
Antonietta,wants,Vain
Antonietta,wants,Witty
Antwan,has,Aggressive
Antwan,has,Defiant
Antwan,has,Expert
Antwan,has,Inventive
Antwan,has,Lively
Antwan,has,Loving
Antwan,has,Melancholy
Antwan,has,Mischievous
Antwan,has,Patient
Antwan,has,Personable
Antwan,has,Plain
Antwan,has,Poor
Antwan,has,Proper
Antwan,has,Religious
Antwan,has,Rude
Antwan,has,Simple
Antwan,has,Strong
Antwan,has,Wild
Antwan,has,Willing
Antwan,wants,Ambitious
Antwan,wants,Annoying
Antwan,wants,Calm
Antwan,wants,Compassionate
Antwan,wants,Confident
Antwan,wants,Considerate
Antwan,wants,Embarrassed
Antwan,wants,Fun-loving
Antwan,wants,Funny
Antwan,wants,Humble
Antwan,wants,Impulsive
Antwan,wants,Proper
Antwan,wants,Sarcastic
Antwan,wants,Successful
Antwan,wants,Wise
Ardelia,has,Considerate
Ardelia,has,Courageous
Ardelia,has,Gorgeous
Ardelia,has,Hopeful
Ardelia,has,Kind
Ardelia,has,Lovable
Ardelia,has,Loving
Ardelia,has,Materialistic
Ardelia,has,Mischievous
Ardelia,has,Opinionated
Ardelia,has,Pleasing
Ardelia,has,Reserved
Ardelia,has,Respectful
Ardelia,has,Sensitive
Ardelia,has,Tough
Ardelia,wants,Cheerful
Ardelia,wants,Cooperative
Ardelia,wants,Curious
Ardelia,wants,Hard-working
Ardelia,wants,Leader
Ardelia,wants,Loyal
Ardelia,wants,Mature
Ardelia,wants,Naive
Ardelia,wants,Patient
Ardelia,wants,Questioning
Arden,has,Bold
Arden,has,Busy
Arden,has,Compassionate
Arden,has,Giving
Arden,has,Imaginative
Arden,has,Independent
Arden,has,Lively
Arden,has,Mature
Arden,has,Obnoxious
Arden,has,Rebellious
Arden,has,Rigid
Arden,has,Sensible
Arden,has,Tantalizing
Arden,has,Thoughtful
Arden,has,Unhappy
Arden,has,Zany
Arden,wants,Bossy
Arden,wants,Dark
Arden,wants,Disagreeable
Arden,wants,Embarrassed
Arden,wants,Friendly
Arden,wants,Frustrated
Arden,wants,Fun-loving
Arden,wants,Gracious
Arden,wants,Handsome
Arden,wants,Materialistic
Arden,wants,Nervous
Arden,wants,Patriotic
Arden,wants,Plain
Arden,wants,Radical
Arden,wants,Responsible
Arden,wants,Understanding
Arden,wants,Unlucky
Arden,wants,Witty
Argentina,has,Annoying
Argentina,has,Clumsy
Argentina,has,Conceited
Argentina,has,Gorgeous
Argentina,has,Helpful
Argentina,has,Hopeful
Argentina,has,Quiet
Argentina,has,Rebellious
Argentina,has,Relaxed
Argentina,has,Reliable
Argentina,has,Studious
Argentina,has,Tall
Argentina,has,Wild
Argentina,wants,Dark
Argentina,wants,Fair
Argentina,wants,Faithful
Argentina,wants,Gorgeous
Argentina,wants,Grouchy
Argentina,wants,Inventive
Argentina,wants,Leader
Argentina,wants,Merry
Argentina,wants,Messy
Argentina,wants,Poor
Argentina,wants,Rigid
Argentina,wants,Successful
Argentina,wants,Wise
Arlie,has,Cheerful
Arlie,has,Hopeful
Arlie,has,Impulsive
Arlie,has,Short
Arlie,has,Smart
Arlie,has,Studious
Arlie,has,Tantalizing
Arlie,has,Thoughtful
Arlie,has,Tricky
Arlie,has,Vain
Arlie,wants,Athletic
Arlie,wants,Curious
Arlie,wants,Friendly
Arlie,wants,Honest
Arlie,wants,Inventive
Arlie,wants,Melancholy
Arlie,wants,Organized
Arlie,wants,Relaxed
Arlie,wants,Reliable
Arlie,wants,Respectful
Arlie,wants,Rigid
Arlie,wants,Smart
Arlyne,has,Bold
Arlyne,has,Clever
Arlyne,has,Daring
Arlyne,has,Devout
Arlyne,has,Dreamer
Arlyne,has,Fancy
Arlyne,has,Forgiving
Arlyne,has,Gracious
Arlyne,has,Handsome
Arlyne,has,Lively
Arlyne,has,Mature
Arlyne,has,Organized
Arlyne,has,Personable
Arlyne,has,Selfish
Arlyne,has,Stubborn
Arlyne,has,Tall
Arlyne,has,Tantalizing
Arlyne,has,Thrilling
Arlyne,has,Timid
Arlyne,wants,Cooperative
Arlyne,wants,Curious
Arlyne,wants,Friendly
Arlyne,wants,Independent
Arlyne,wants,Inventive
Arlyne,wants,Knowledgeable
Arlyne,wants,Leader
Arlyne,wants,Materialistic
Arlyne,wants,Mischievous
Arlyne,wants,Quiet
Arlyne,wants,Reverent
Arlyne,wants,Self-confident
Arlyne,wants,Thoughtful
Arlyne,wants,Ugly
Arlyne,wants,Unique
Arlyne,wants,Wise
Arnulfo,has,Annoying
Arnulfo,has,Fancy
Arnulfo,has,Hopeful
Arnulfo,has,Intelligent
Arnulfo,has,Inventive
Arnulfo,has,Materialistic
Arnulfo,has,Mature
Arnulfo,has,Messy
Arnulfo,has,Obnoxious
Arnulfo,has,Pleasant
Arnulfo,has,Questioning
Arnulfo,has,Sad
Arnulfo,has,Tense
Arnulfo,has,Trusting
Arnulfo,has,Witty
Arnulfo,wants,Careful
Arnulfo,wants,Confident
Arnulfo,wants,Demanding
Arnulfo,wants,Energetic
Arnulfo,wants,Fighter
Arnulfo,wants,Imaginative
Arnulfo,wants,Pleasant
Arnulfo,wants,Reflective
Arnulfo,wants,Relaxed
Arnulfo,wants,Reserved
Arnulfo,wants,Respectful
Arnulfo,wants,Reverent
Arnulfo,wants,Sarcastic
Arnulfo,wants,Self-confident
Arnulfo,wants,Selfish
Arnulfo,wants,Thoughtful
Arron,has,Articulate
Arron,has,Awkward
Arron,has,Cautious
Arron,has,Clever
Arron,has,Fun-loving
Arron,has,Lazy
Arron,has,Mature
Arron,has,Perfectionist
Arron,has,Religious
Arron,has,Sarcastic
Arron,has,Sensible
Arron,has,Warm
Arron,has,Wild
Arron,wants,Cooperative
Arron,wants,Generous
Arron,wants,Grouchy
Arron,wants,Lively
Arron,wants,Opinionated
Arron,wants,Patriotic
Arron,wants,Perfectionist
Arron,wants,Pretty
Arron,wants,Questioning
Arron,wants,Tireless
Arron,wants,Warm
Arthur,has,Careless
Arthur,has,Light-hearted
Arthur,has,Manipulative
Arthur,has,Naive
Arthur,has,Plain
Arthur,has,Poor
Arthur,has,Proud
Arthur,has,Selfish
Arthur,has,Silly
Arthur,has,Strong
Arthur,has,Tantalizing
Arthur,has,Tireless
Arthur,wants,Busy
Arthur,wants,Calm
Arthur,wants,Curious
Arthur,wants,Expert
Arthur,wants,Fighter
Arthur,wants,Friendly
Arthur,wants,Gracious
Arthur,wants,Lazy
Arthur,wants,Loyal
Arthur,wants,Merry
Arthur,wants,Neat
Arthur,wants,Patient
Arthur,wants,Popular
Arthur,wants,Sad
Arthur,wants,Tantalizing
Arthur,wants,Thoughtful
Arthur,wants,Tireless
Arthur,wants,Unlucky
Arthur,wants,Willing
Ashli,has,Able
Ashli,has,Confident
Ashli,has,Eager
Ashli,has,Fancy
Ashli,has,Hopeful
Ashli,has,Inventive
Ashli,has,Naive
Ashli,has,Proud
Ashli,has,Questioning
Ashli,has,Self-confident
Ashli,has,Shy
Ashli,has,Silly
Ashli,has,Simple-minded
Ashli,wants,Able
Ashli,wants,Disgruntled
Ashli,wants,Energetic
Ashli,wants,Gentle
Ashli,wants,Honest
Ashli,wants,Inventive
Ashli,wants,Lovable
Ashli,wants,Poor
Ashli,wants,Respectful
Ashli,wants,Sensitive
Ashli,wants,Stubborn
Ashli,wants,Trusting
Ashli,wants,Willing
Ashli,wants,Witty
Astrid,has,Awkward
Astrid,has,Gracious
Astrid,has,Knowledgeable
Astrid,has,Lazy
Astrid,has,Lovable
Astrid,has,Opinionated
Astrid,has,Popular
Astrid,has,Shy
Astrid,has,Tender
Astrid,has,Unhappy
Astrid,wants,Aggressive
Astrid,wants,Defiant
Astrid,wants,Energetic
Astrid,wants,Fighter
Astrid,wants,Helpful
Astrid,wants,Organized
Astrid,wants,Questioning
Astrid,wants,Rude
Astrid,wants,Ugly
Astrid,wants,Unselfish
Astrid,wants,Warm
Audrea,has,Ambitious
Audrea,has,Disgruntled
Audrea,has,Eager
Audrea,has,Expert
Audrea,has,Frustrated
Audrea,has,Humorous
Audrea,has,Imaginative
Audrea,has,Light
Audrea,has,Manipulative
Audrea,has,Proper
Audrea,has,Responsible
Audrea,has,Reverent
Audrea,has,Tantalizing
Audrea,has,Trusting
Audrea,has,Ugly
Audrea,wants,Able
Audrea,wants,Complex
Audrea,wants,Courageous
Audrea,wants,Dreamer
Audrea,wants,Friendly
Audrea,wants,Generous
Audrea,wants,Gracious
Audrea,wants,Selfish
Audrea,wants,Timid
Audrea,wants,Unselfish
August,has,Caring
August,has,Cooperative
August,has,Curious
August,has,Frustrated
August,has,Honest
August,has,Mature
August,has,Perfectionist
August,has,Rigid
August,has,Sad
August,has,Self-confident
August,has,Tall
August,has,Tough
August,wants,Creative
August,wants,Dainty
August,wants,Energetic
August,wants,Melancholy
August,wants,Neat
August,wants,Noisy
August,wants,Passive
August,wants,Questioning
August,wants,Radical
August,wants,Realistic
August,wants,Rude
August,wants,Sensible
August,wants,Serious
August,wants,Silly
August,wants,Tolerant
August,wants,Tricky
August,wants,Zany
Augustine,has,Cheerful
Augustine,has,Disagreeable
Augustine,has,Forgiving
Augustine,has,Free
Augustine,has,Judgmental
Augustine,has,Kind
Augustine,has,Poor
Augustine,has,Radical
Augustine,has,Religious
Augustine,has,Respectful
Augustine,has,Stubborn
Augustine,has,Unlucky
Augustine,wants,Conceited
Augustine,wants,Free
Augustine,wants,Gracious
Augustine,wants,Impulsive
Augustine,wants,Knowledgeable
Augustine,wants,Leader
Augustine,wants,Light-hearted
Augustine,wants,Loving
Augustine,wants,Noisy
Augustine,wants,Prim
Augustine,wants,Proper
Augustine,wants,Proud
Augustine,wants,Quiet
Augustine,wants,Self-conscious
Augustine,wants,Silly
Augustine,wants,Tall
Augustine,wants,Wise
Aurelia,has,Courageous
Aurelia,has,Excited
Aurelia,has,Forgiving
Aurelia,has,Friendly
Aurelia,has,Honest
Aurelia,has,Judgmental
Aurelia,has,Leader
Aurelia,has,Merry
Aurelia,has,Neat
Aurelia,has,Personable
Aurelia,has,Popular
Aurelia,has,Reliable
Aurelia,has,Shy
Aurelia,has,Timid
Aurelia,has,Trusting
Aurelia,has,Unlucky
Aurelia,wants,Ambitious
Aurelia,wants,Complex
Aurelia,wants,Confident
Aurelia,wants,Considerate
Aurelia,wants,Curious
Aurelia,wants,Funny
Aurelia,wants,Handsome
Aurelia,wants,Impulsive
Aurelia,wants,Kind
Aurelia,wants,Merry
Aurelia,wants,Pitiful
Aurelia,wants,Sarcastic
Aurelia,wants,Self-confident
Aurelia,wants,Timid
Aurelia,wants,Tireless
Aurelia,wants,Tough
Aurelia,wants,Wise
Austin,has,Aggressive
Austin,has,Busy
Austin,has,Calm
Austin,has,Clever
Austin,has,Confident
Austin,has,Friendly
Austin,has,Grouchy
Austin,has,Imaginative
Austin,has,Lazy
Austin,has,Pleasant
Austin,has,Stable
Austin,has,Tricky
Austin,has,Unique
Austin,has,Willing
Austin,has,Wise
Austin,wants,Boastful
Austin,wants,Calm
Austin,wants,Demanding
Austin,wants,Efficient
Austin,wants,Frustrated
Austin,wants,Impulsive
Austin,wants,Melancholy
Austin,wants,Opinionated
Austin,wants,Poor
Austin,wants,Rebellious
Austin,wants,Religious
Austin,wants,Sarcastic
Austin,wants,Stable
Austin,wants,Ugly
Austin,wants,Unhappy
Austin,wants,Witty
Ava,has,Annoying
Ava,has,Bossy
Ava,has,Cheerful
Ava,has,Clever
Ava,has,Considerate
Ava,has,Generous
Ava,has,Light
Ava,has,Outgoing
Ava,has,Patient
Ava,has,Personable
Ava,has,Pleasing
Ava,has,Reflective
Ava,has,Reverent
Ava,has,Sensible
Ava,has,Stubborn
Ava,has,Thrilling
Ava,has,Tolerant
Ava,has,Wise
Ava,wants,Boastful
Ava,wants,Bright
Ava,wants,Considerate
Ava,wants,Dark
Ava,wants,Excited
Ava,wants,Grouchy
Ava,wants,Handsome
Ava,wants,Impulsive
Ava,wants,Inventive
Ava,wants,Perfectionist
Ava,wants,Plain
Ava,wants,Proud
Ava,wants,Reserved
Ava,wants,Respectful
Ava,wants,Reverent
Ava,wants,Tender
Ava,wants,Thoughtful
Barrett,has,Accepting
Barrett,has,Ambitious
Barrett,has,Arrogant
Barrett,has,Careless
Barrett,has,Curious
Barrett,has,Daring
Barrett,has,Friendly
Barrett,has,Hard-working
Barrett,has,Manipulative
Barrett,has,Messy
Barrett,has,Personable
Barrett,has,Popular
Barrett,has,Realistic
Barrett,has,Tantalizing
Barrett,has,Wild
Barrett,has,Witty
Barrett,wants,Careful
Barrett,wants,Devout
Barrett,wants,Gentle
Barrett,wants,Handsome
Barrett,wants,Judgmental
Barrett,wants,Knowledgeable
Barrett,wants,Lovable
Barrett,wants,Manipulative
Barrett,wants,Materialistic
Barrett,wants,Patriotic
Barrett,wants,Pleasing
Barrett,wants,Quiet
Barrett,wants,Reflective
Barrett,wants,Relaxed
Barrett,wants,Religious
Barrett,wants,Thrilling
Barrett,wants,Tough
Barrie,has,Adventurous
Barrie,has,Energetic
Barrie,has,Fun-loving
Barrie,has,Funny
Barrie,has,Jealous
Barrie,has,Loyal
Barrie,has,Patient
Barrie,has,Prim
Barrie,has,Radical
Barrie,has,Respectful
Barrie,has,Rude
Barrie,has,Ugly
Barrie,wants,Athletic
Barrie,wants,Brave
Barrie,wants,Defiant
Barrie,wants,Fancy
Barrie,wants,Gorgeous
Barrie,wants,Handsome
Barrie,wants,Independent
Barrie,wants,Keen
Barrie,wants,Likeable
Barrie,wants,Lovable
Barrie,wants,Merry
Barrie,wants,Rich
Barrie,wants,Selfish
Barrie,wants,Sensible
Barrie,wants,Unselfish
Barrie,wants,Witty
Bart,has,Arrogant
Bart,has,Awkward
Bart,has,Boastful
Bart,has,Cooperative
Bart,has,Determined
Bart,has,Devout
Bart,has,Fighter
Bart,has,Likeable
Bart,has,Organized
Bart,has,Stubborn
Bart,has,Warm
Bart,has,Witty
Bart,wants,Ambitious
Bart,wants,Boastful
Bart,wants,Bold
Bart,wants,Careful
Bart,wants,Courageous
Bart,wants,Hopeful
Bart,wants,Impulsive
Bart,wants,Kind
Bart,wants,Lovable
Bart,wants,Opinionated
Bart,wants,Organized
Bart,wants,Outgoing
Bart,wants,Poor
